year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,5,31,1852,1724,88,2101,1929,92,EV,3821,N14174,EWR,DTW,87,488,17,24,2013-05-31T21:00:00Z
2013,10,6,1656,1700,-4,1943,2008,-25,DL,706,N398DA,JFK,AUS,206,1521,17,0,2013-10-06T21:00:00Z
2013,9,22,1723,1735,-12,1924,1946,-22,YV,2751,N920FJ,LGA,CLT,84,544,17,35,2013-09-22T21:00:00Z
2013,7,30,1856,1905,-9,2008,2045,-37,WN,542,N271LV,LGA,MKE,117,738,19,5,2013-07-30T23:00:00Z
2013,8,7,2126,2119,7,2356,2354,2,B6,527,N630JB,EWR,MCO,118,937,21,19,2013-08-08T01:00:00Z
2013,4,17,1900,1900,0,2238,2245,-7,B6,91,N519JB,JFK,OAK,350,2576,19,0,2013-04-17T23:00:00Z
2013,8,21,909,915,-6,1101,1113,-12,EV,5169,N607LR,EWR,DTW,80,488,9,15,2013-08-21T13:00:00Z
2013,7,31,1644,1650,-6,1837,1859,-22,DL,1473,N355NB,LGA,MEM,137,963,16,50,2013-07-31T20:00:00Z
2013,6,28,1955,1800,115,2333,2102,151,B6,359,N599JB,JFK,BUR,316,2465,18,0,2013-06-28T22:00:00Z
2013,10,19,1818,1835,-17,2054,2148,-54,AS,5,N423AS,EWR,SEA,312,2402,18,35,2013-10-19T22:00:00Z
2013,7,18,1614,1559,15,1815,1732,43,UA,1285,N24202,EWR,ORD,123,719,15,59,2013-07-18T19:00:00Z
2013,10,27,701,705,-4,932,955,-23,AA,1107,N3CWAA,LGA,DFW,193,1389,7,5,2013-10-27T11:00:00Z
2013,12,17,2206,1829,217,3,2044,199,EV,5268,N723EV,LGA,CLT,88,544,18,29,2013-12-17T23:00:00Z
2013,11,17,2106,1912,114,2212,2036,96,EV,4498,N13538,EWR,PWM,47,284,19,12,2013-11-18T00:00:00Z
2013,2,15,2223,2128,55,33,14,19,B6,199,N584JB,JFK,LAS,290,2248,21,28,2013-02-16T02:00:00Z
2013,7,4,705,705,0,1055,1058,-3,B6,3,N517JB,JFK,SJU,205,1598,7,5,2013-07-04T11:00:00Z
2013,10,2,1854,1900,-6,2128,2134,-6,DL,947,N979DL,LGA,ATL,107,762,19,0,2013-10-02T23:00:00Z
2013,4,20,1923,1925,-2,2040,2120,-40,9E,3525,N932XJ,JFK,ORD,113,740,19,25,2013-04-20T23:00:00Z
2013,4,28,843,840,3,1140,1143,-3,B6,901,N607JB,JFK,FLL,140,1069,8,40,2013-04-28T12:00:00Z
2013,3,13,1536,1500,36,1640,1619,21,US,2179,N746UW,LGA,DCA,47,214,15,0,2013-03-13T19:00:00Z
2013,5,14,1908,1900,8,2037,2022,15,EV,4131,N13995,EWR,RIC,47,277,19,0,2013-05-14T23:00:00Z
2013,3,11,1529,1530,-1,1936,1855,41,AA,1039,N3EEAA,JFK,FLL,167,1069,15,30,2013-03-11T19:00:00Z
2013,3,18,1258,1249,9,1542,1539,3,B6,991,N621JB,JFK,PBI,146,1028,12,49,2013-03-18T16:00:00Z
2013,3,24,2154,2200,-6,2247,2300,-13,EV,4276,N13968,EWR,BDL,23,116,22,0,2013-03-25T02:00:00Z
2013,2,24,1952,1959,-7,2141,2144,-3,MQ,4423,N806MQ,JFK,RDU,73,427,19,59,2013-02-25T00:00:00Z
2013,2,23,558,600,-2,653,705,-12,WN,3037,N748SW,EWR,BWI,39,169,6,0,2013-02-23T11:00:00Z
2013,1,27,1620,1504,76,1748,1640,68,EV,4212,N14148,EWR,RDU,69,416,15,4,2013-01-27T20:00:00Z
2013,10,21,758,805,-7,1101,1123,-22,DL,1271,N923DL,JFK,FLL,152,1069,8,5,2013-10-21T12:00:00Z
2013,7,7,1603,1550,13,1756,1749,7,9E,3523,N916XJ,JFK,ORD,114,740,15,50,2013-07-07T19:00:00Z
2013,3,2,1713,1700,13,1806,1810,-4,WN,1539,N703SW,EWR,BWI,38,169,17,0,2013-03-02T22:00:00Z
2013,1,29,NA,1900,NA,NA,2015,NA,US,2187,NA,LGA,DCA,NA,214,19,0,2013-01-30T00:00:00Z
2013,7,11,2154,2130,24,2257,2245,12,MQ,3660,N518MQ,LGA,BNA,108,764,21,30,2013-07-12T01:00:00Z
2013,6,14,2239,2120,79,58,2358,60,B6,619,N249JB,JFK,JAX,108,828,21,20,2013-06-15T01:00:00Z
2013,2,1,1829,1800,29,1923,1910,13,WN,808,N726SW,EWR,BWI,33,169,18,0,2013-02-01T23:00:00Z
2013,5,6,1710,1710,0,1826,1915,-49,AA,1351,N3CDAA,JFK,ORD,106,740,17,10,2013-05-06T21:00:00Z
2013,12,10,1439,1444,-5,1616,1605,11,B6,286,N296JB,JFK,ROC,57,264,14,44,2013-12-10T19:00:00Z
2013,7,14,755,755,0,1037,1115,-38,AA,59,N329AA,JFK,SFO,318,2586,7,55,2013-07-14T11:00:00Z
2013,3,27,1420,1430,-10,1543,1554,-11,EV,5766,N820AS,LGA,IAD,49,229,14,30,2013-03-27T18:00:00Z
2013,10,16,614,620,-6,714,728,-14,EV,4241,N13914,EWR,DCA,42,199,6,20,2013-10-16T10:00:00Z
2013,9,18,1822,1829,-7,1920,1939,-19,MQ,3044,N619MQ,JFK,BWI,37,184,18,29,2013-09-18T22:00:00Z
2013,7,5,1307,1259,8,1554,1555,-1,B6,1101,N187JB,JFK,FLL,153,1069,12,59,2013-07-05T16:00:00Z
2013,1,27,1345,1350,-5,1634,1657,-23,UA,620,N530UA,EWR,FLL,151,1065,13,50,2013-01-27T18:00:00Z
2013,3,15,2102,2055,7,2213,2220,-7,WN,115,N498WN,LGA,MDW,117,725,20,55,2013-03-16T00:00:00Z
2013,1,31,1931,1905,26,2249,2225,24,AA,21,N324AA,JFK,LAX,334,2475,19,5,2013-02-01T00:00:00Z
2013,1,28,1747,1750,-3,1913,1908,5,B6,1307,N236JB,JFK,IAD,46,228,17,50,2013-01-28T22:00:00Z
2013,10,20,2104,2000,64,2210,2134,36,9E,4127,N8775A,JFK,IAD,48,228,20,0,2013-10-21T00:00:00Z
2013,9,29,1526,1529,-3,1644,1650,-6,B6,2918,N346JB,JFK,BOS,38,187,15,29,2013-09-29T19:00:00Z
2013,11,7,1954,2000,-6,2127,2119,8,US,2195,N724UW,LGA,DCA,55,214,20,0,2013-11-08T01:00:00Z
2013,6,26,745,750,-5,859,911,-12,B6,2702,N281JB,JFK,BUF,57,301,7,50,2013-06-26T11:00:00Z
2013,9,4,1738,1734,4,1947,2000,-13,FL,623,N285AT,LGA,ATL,108,762,17,34,2013-09-04T21:00:00Z
2013,11,8,1024,1030,-6,1303,1305,-2,DL,1529,N371DA,JFK,LAS,318,2248,10,30,2013-11-08T15:00:00Z
2013,3,2,855,900,-5,1229,1212,17,DL,874,N302NB,LGA,MIA,175,1096,9,0,2013-03-02T14:00:00Z
2013,11,22,2110,2048,22,2326,2319,7,EV,4512,N12145,EWR,MSY,175,1167,20,48,2013-11-23T01:00:00Z
2013,11,8,1049,1059,-10,1349,1405,-16,B6,971,N566JB,LGA,FLL,161,1076,10,59,2013-11-08T15:00:00Z
2013,12,11,1653,1650,3,2040,2005,35,AA,1171,N3AYAA,LGA,DFW,253,1389,16,50,2013-12-11T21:00:00Z
2013,4,16,1558,1605,-7,1854,1924,-30,DL,1373,N329NW,JFK,MIA,143,1089,16,5,2013-04-16T20:00:00Z
2013,8,5,719,726,-7,927,936,-9,UA,311,N843UA,EWR,DEN,221,1605,7,26,2013-08-05T11:00:00Z
2013,6,15,1914,1920,-6,2023,2100,-37,AA,361,N3FEAA,LGA,ORD,111,733,19,20,2013-06-15T23:00:00Z
2013,4,22,1341,1329,12,1717,1626,51,UA,1122,N14219,EWR,PBI,172,1023,13,29,2013-04-22T17:00:00Z
2013,5,28,1356,1358,-2,1638,1704,-26,B6,209,N510JB,JFK,LGB,329,2465,13,58,2013-05-28T17:00:00Z
2013,2,8,1428,1430,-2,1714,1735,-21,AA,883,N590AA,EWR,DFW,195,1372,14,30,2013-02-08T19:00:00Z
2013,7,31,600,600,0,818,815,3,FL,345,N316AT,LGA,ATL,115,762,6,0,2013-07-31T10:00:00Z
2013,4,22,912,922,-10,1146,1131,15,EV,4495,N11106,EWR,SAV,129,708,9,22,2013-04-22T13:00:00Z
2013,10,6,744,749,-5,939,946,-7,EV,4246,N14148,EWR,DTW,76,488,7,49,2013-10-06T11:00:00Z
2013,12,9,1736,1555,101,1947,1750,117,9E,2927,N908XJ,JFK,ORD,143,740,15,55,2013-12-09T20:00:00Z
2013,1,10,851,858,-7,1134,1118,16,EV,4364,N27190,EWR,MCI,173,1092,8,58,2013-01-10T13:00:00Z
2013,11,24,1821,1829,-8,2026,2033,-7,US,1751,N569UW,EWR,CLT,80,529,18,29,2013-11-24T23:00:00Z
2013,9,20,819,825,-6,1003,1023,-20,US,409,N662AW,EWR,CLT,80,529,8,25,2013-09-20T12:00:00Z
2013,5,3,1811,1815,-4,2124,2135,-11,DL,1433,N313US,JFK,MIA,144,1089,18,15,2013-05-03T22:00:00Z
2013,11,16,750,800,-10,1053,1111,-18,B6,1511,N649JB,EWR,RSW,153,1068,8,0,2013-11-16T13:00:00Z
2013,10,26,1635,1635,0,1947,1951,-4,B6,1801,N589JB,JFK,FLL,151,1069,16,35,2013-10-26T20:00:00Z
2013,2,3,2027,2030,-3,2334,2350,-16,B6,1069,N178JB,JFK,AUS,228,1521,20,30,2013-02-04T01:00:00Z
2013,4,11,1450,1320,90,1916,1710,126,B6,705,N587JB,JFK,SJU,196,1598,13,20,2013-04-11T17:00:00Z
2013,1,11,1038,1045,-7,1225,1252,-27,DL,1573,N369NB,LGA,MEM,148,963,10,45,2013-01-11T15:00:00Z
2013,7,11,1952,1929,23,2155,2212,-17,UA,1506,N38443,EWR,LAS,277,2227,19,29,2013-07-11T23:00:00Z
2013,4,16,1145,1146,-1,1414,1441,-27,UA,1707,N24211,EWR,TPA,129,997,11,46,2013-04-16T15:00:00Z
2013,4,28,700,655,5,805,820,-15,WN,1848,N767SW,LGA,MKE,104,738,6,55,2013-04-28T10:00:00Z
2013,4,19,656,700,-4,805,805,0,US,2116,N944UW,LGA,BOS,46,184,7,0,2013-04-19T11:00:00Z
2013,8,19,1126,1136,-10,1326,1338,-12,YV,2729,N903FJ,LGA,CLT,95,544,11,36,2013-08-19T15:00:00Z
2013,11,3,1025,1030,-5,1346,1410,-24,US,679,N519UW,JFK,PHX,298,2153,10,30,2013-11-03T15:00:00Z
2013,3,13,1810,1815,-5,2022,2045,-23,DL,926,N308DE,EWR,ATL,110,746,18,15,2013-03-13T22:00:00Z
2013,2,18,1714,1720,-6,1900,1910,-10,AA,345,N4YDAA,LGA,ORD,122,733,17,20,2013-02-18T22:00:00Z
2013,9,21,1146,1150,-4,1416,1435,-19,UA,1270,N14118,EWR,MCO,128,937,11,50,2013-09-21T15:00:00Z
2013,2,21,840,844,-4,1139,1155,-16,UA,1581,N76529,EWR,SEA,338,2402,8,44,2013-02-21T13:00:00Z
2013,1,9,558,610,-12,814,817,-3,DL,1919,N337NW,LGA,MSP,164,1020,6,10,2013-01-09T11:00:00Z
2013,3,18,1624,1615,9,1832,1812,20,EV,4092,N12563,EWR,DAY,88,533,16,15,2013-03-18T20:00:00Z
2013,11,24,1846,1845,1,2022,2026,-4,EV,5274,N744EV,LGA,BNA,112,764,18,45,2013-11-24T23:00:00Z
2013,3,12,NA,1600,NA,NA,1726,NA,EV,5746,N826AS,LGA,IAD,NA,229,16,0,2013-03-12T20:00:00Z
2013,8,11,849,850,-1,944,1014,-30,9E,3466,N934XJ,JFK,DCA,39,213,8,50,2013-08-11T12:00:00Z
2013,1,9,1128,1130,-2,1421,1430,-9,DL,695,N937DL,JFK,MCO,137,944,11,30,2013-01-09T16:00:00Z
2013,8,18,932,935,-3,1225,1240,-15,WN,4381,N793SA,EWR,AUS,209,1504,9,35,2013-08-18T13:00:00Z
2013,9,29,1216,1215,1,1501,1510,-9,AA,1143,N3BBAA,LGA,DFW,197,1389,12,15,2013-09-29T16:00:00Z
2013,11,11,859,906,-7,1056,1114,-18,EV,5133,N755EV,EWR,DTW,90,488,9,6,2013-11-11T14:00:00Z
2013,10,20,1918,1855,23,2132,2130,2,DL,87,N1605,JFK,ATL,112,760,18,55,2013-10-20T22:00:00Z
2013,6,21,1212,1200,12,1307,1310,-3,WN,654,N726SW,EWR,MDW,96,711,12,0,2013-06-21T16:00:00Z
2013,4,15,1439,1440,-1,1732,1733,-1,UA,1687,N17233,EWR,MCO,135,937,14,40,2013-04-15T18:00:00Z
2013,2,22,950,945,5,1130,1115,15,WN,3587,N394SW,LGA,MKE,125,738,9,45,2013-02-22T14:00:00Z
2013,6,16,2135,1954,101,2307,2115,112,UA,994,N417UA,EWR,BOS,44,200,19,54,2013-06-16T23:00:00Z
2013,10,12,949,950,-1,1126,1141,-15,EV,5463,N718EV,LGA,BNA,102,764,9,50,2013-10-12T13:00:00Z
2013,2,20,853,900,-7,955,1020,-25,US,2120,N965UW,LGA,BOS,41,184,9,0,2013-02-20T14:00:00Z
2013,3,10,1758,1800,-2,1902,1917,-15,B6,1307,N294JB,JFK,IAD,44,228,18,0,2013-03-10T22:00:00Z
2013,4,28,625,630,-5,815,832,-17,US,1066,N564UW,LGA,CLT,82,544,6,30,2013-04-28T10:00:00Z
2013,12,21,1806,1815,-9,2033,2041,-8,EV,4321,N14198,EWR,MCI,169,1092,18,15,2013-12-21T23:00:00Z
2013,10,1,822,800,22,1100,1117,-17,DL,2431,N944DL,JFK,MIA,136,1089,8,0,2013-10-01T12:00:00Z
2013,7,12,701,710,-9,902,915,-13,MQ,3547,N724MQ,LGA,XNA,157,1147,7,10,2013-07-12T11:00:00Z
2013,2,9,NA,825,NA,NA,1026,NA,US,487,NA,JFK,CLT,NA,541,8,25,2013-02-09T13:00:00Z
2013,9,11,1720,1700,20,1939,1855,44,AA,199,N3JBAA,JFK,ORD,117,740,17,0,2013-09-11T21:00:00Z
2013,10,19,1121,1110,11,1455,1431,24,9E,3493,N601LR,LGA,SRQ,167,1047,11,10,2013-10-19T15:00:00Z
2013,3,25,640,645,-5,853,846,7,US,1281,N195UW,EWR,CLT,87,529,6,45,2013-03-25T10:00:00Z
2013,3,2,1304,1308,-4,1518,1541,-23,FL,348,N978AT,LGA,ATL,107,762,13,8,2013-03-02T18:00:00Z
2013,4,14,510,515,-5,822,755,27,UA,563,N653UA,EWR,IAH,221,1400,5,15,2013-04-14T09:00:00Z
2013,1,28,1904,1615,169,2140,1845,175,WN,161,N621SW,EWR,DEN,256,1605,16,15,2013-01-28T21:00:00Z
2013,9,4,1023,1029,-6,1204,1239,-35,US,604,N653AW,EWR,PHX,265,2133,10,29,2013-09-04T14:00:00Z
2013,10,13,1903,1834,29,2139,2135,4,9E,3325,N934XJ,JFK,DFW,177,1391,18,34,2013-10-13T22:00:00Z
2013,8,10,2026,2029,-3,2225,2240,-15,EV,4112,N14180,EWR,MSY,161,1167,20,29,2013-08-11T00:00:00Z
2013,12,9,2015,1932,43,53,28,25,B6,803,N618JB,JFK,SJU,193,1598,19,32,2013-12-10T00:00:00Z
2013,12,29,NA,1822,NA,NA,2048,NA,EV,4321,N18120,EWR,MCI,NA,1092,18,22,2013-12-29T23:00:00Z
2013,9,29,748,740,8,1042,1055,-13,AA,59,N5EGAA,JFK,SFO,336,2586,7,40,2013-09-29T11:00:00Z
2013,6,18,1704,1700,4,2048,2018,30,DL,1163,N721TW,JFK,LAX,334,2475,17,0,2013-06-18T21:00:00Z
2013,3,14,1342,1340,2,1656,1648,8,B6,83,N523JB,JFK,SEA,350,2422,13,40,2013-03-14T17:00:00Z
2013,2,7,1628,1635,-7,1928,1945,-17,WN,891,N256WN,EWR,HOU,219,1411,16,35,2013-02-07T21:00:00Z
2013,9,11,717,724,-7,812,836,-24,UA,424,N459UA,EWR,BOS,41,200,7,24,2013-09-11T11:00:00Z
2013,10,18,1027,1028,-1,1216,1225,-9,EV,4297,N11194,EWR,DTW,85,488,10,28,2013-10-18T14:00:00Z
2013,2,19,630,635,-5,846,852,-6,EV,4157,N17185,EWR,IND,108,645,6,35,2013-02-19T11:00:00Z
2013,3,7,1505,1445,20,1654,1604,50,9E,3452,N934XJ,JFK,BOS,52,187,14,45,2013-03-07T19:00:00Z
2013,1,16,923,857,26,1242,1204,38,UA,41,N16703,EWR,IAH,222,1400,8,57,2013-01-16T13:00:00Z
2013,2,18,1744,1750,-6,2029,2041,-12,B6,527,N729JB,EWR,MCO,132,937,17,50,2013-02-18T22:00:00Z
2013,12,26,1609,1615,-6,1720,1745,-25,9E,2904,N293PQ,JFK,BOS,37,187,16,15,2013-12-26T21:00:00Z
2013,1,27,1640,1510,90,1819,1655,84,MQ,4447,N736MQ,LGA,RDU,72,431,15,10,2013-01-27T20:00:00Z
2013,7,22,1700,1635,25,2051,1815,156,B6,2302,N324JB,JFK,BUF,57,301,16,35,2013-07-22T20:00:00Z
2013,2,17,NA,1000,NA,NA,1209,NA,US,1277,NA,LGA,CLT,NA,544,10,0,2013-02-17T15:00:00Z
2013,1,25,1805,1730,35,2145,2023,82,UA,1637,N37252,EWR,TPA,145,997,17,30,2013-01-25T22:00:00Z
2013,6,4,1634,1555,39,1742,1712,30,UA,625,N546UA,EWR,BOS,40,200,15,55,2013-06-04T19:00:00Z
2013,5,5,2132,2125,7,2330,2335,-5,EV,4419,N14171,EWR,MCI,144,1092,21,25,2013-05-06T01:00:00Z
2013,4,9,1918,1929,-11,2204,2229,-25,AA,2075,N599AA,EWR,DFW,188,1372,19,29,2013-04-09T23:00:00Z
2013,12,20,946,945,1,1240,1235,5,VX,251,N361VA,JFK,LAS,333,2248,9,45,2013-12-20T14:00:00Z
2013,1,12,1735,1734,1,1903,1854,9,B6,74,N639JB,JFK,BTV,46,266,17,34,2013-01-12T22:00:00Z
2013,2,10,1600,1429,91,1756,1642,74,DL,1819,N921DL,LGA,MSP,151,1020,14,29,2013-02-10T19:00:00Z
2013,12,4,1709,1715,-6,2024,2035,-11,AA,291,N3JDAA,JFK,AUS,228,1521,17,15,2013-12-04T22:00:00Z
2013,9,2,1904,1430,274,2210,1734,276,UA,1493,N76523,EWR,LAX,310,2454,14,30,2013-09-02T18:00:00Z
2013,10,27,2043,1940,63,2206,2125,41,MQ,3374,N857MQ,JFK,RDU,65,427,19,40,2013-10-27T23:00:00Z
2013,8,1,752,755,-3,937,955,-18,MQ,3478,N720MQ,LGA,DTW,79,502,7,55,2013-08-01T11:00:00Z
2013,8,11,1155,1200,-5,1455,1450,5,AA,3,N332AA,JFK,LAX,332,2475,12,0,2013-08-11T16:00:00Z
2013,9,6,851,900,-9,1004,1025,-21,US,2173,N769US,LGA,DCA,41,214,9,0,2013-09-06T13:00:00Z
2013,8,6,1900,1901,-1,2145,2213,-28,B6,201,N324JB,JFK,FLL,134,1069,19,1,2013-08-06T23:00:00Z
2013,10,11,2311,2245,26,12,2353,19,B6,234,N346JB,JFK,BTV,43,266,22,45,2013-10-12T02:00:00Z
2013,12,23,658,645,13,1110,955,75,AA,1107,N3JRAA,LGA,DFW,234,1389,6,45,2013-12-23T11:00:00Z
2013,5,19,2312,2055,137,13,2225,108,WN,1731,N728SW,LGA,MDW,104,725,20,55,2013-05-20T00:00:00Z
2013,9,1,1704,1715,-11,2018,2040,-22,DL,1982,N944DL,LGA,MIA,167,1096,17,15,2013-09-01T21:00:00Z
2013,8,15,1734,1730,4,1935,1951,-16,F9,837,N218FR,LGA,DEN,218,1620,17,30,2013-08-15T21:00:00Z
2013,5,21,2215,2130,45,2334,2300,34,MQ,4617,N516MQ,LGA,RDU,61,431,21,30,2013-05-22T01:00:00Z
2013,10,11,824,825,-1,930,935,-5,AA,84,N3AAAA,JFK,BOS,35,187,8,25,2013-10-11T12:00:00Z
2013,12,9,941,935,6,1129,1115,14,WN,876,N954WN,LGA,MDW,132,725,9,35,2013-12-09T14:00:00Z
2013,4,21,1216,1220,-4,1510,1505,5,B6,27,N324JB,JFK,TPA,153,1005,12,20,2013-04-21T16:00:00Z
2013,6,21,739,720,19,1028,1022,6,AS,15,N548AS,EWR,SEA,304,2402,7,20,2013-06-21T11:00:00Z
2013,12,3,1209,1210,-1,1310,1324,-14,9E,2902,N936XJ,JFK,BOS,34,187,12,10,2013-12-03T17:00:00Z
2013,1,2,1558,1600,-2,1746,1743,3,UA,1215,N16732,LGA,ORD,125,733,16,0,2013-01-02T21:00:00Z
2013,6,12,2014,1920,54,2143,2045,58,AA,1762,N3KJAA,JFK,BOS,33,187,19,20,2013-06-12T23:00:00Z
2013,9,7,907,912,-5,1028,1025,3,B6,208,N283JB,JFK,PWM,50,273,9,12,2013-09-07T13:00:00Z
2013,8,23,1548,1550,-2,1850,1845,5,AA,763,N3DBAA,LGA,DFW,184,1389,15,50,2013-08-23T19:00:00Z
2013,5,29,1207,1210,-3,1410,1421,-11,UA,1497,N78509,EWR,DEN,218,1605,12,10,2013-05-29T16:00:00Z
2013,10,6,1936,1940,-4,2253,2252,1,B6,161,N712JB,JFK,SMF,325,2521,19,40,2013-10-06T23:00:00Z
2013,7,23,1036,959,37,1252,1225,27,B6,411,N556JB,JFK,LAS,291,2248,9,59,2013-07-23T13:00:00Z
2013,8,5,608,600,8,838,815,23,FL,345,N336AT,LGA,ATL,114,762,6,0,2013-08-05T10:00:00Z
2013,6,15,1229,1215,14,1411,1427,-16,EV,5161,N741EV,LGA,CLT,70,544,12,15,2013-06-15T16:00:00Z
2013,8,30,702,710,-8,933,1000,-27,AA,1777,N624AA,JFK,MCO,123,944,7,10,2013-08-30T11:00:00Z
2013,3,3,1832,1835,-3,2027,2044,-17,DL,2019,N363NW,LGA,MSP,144,1020,18,35,2013-03-03T23:00:00Z
2013,9,1,1638,1645,-7,1804,1820,-16,MQ,3216,N923MQ,JFK,ORF,48,290,16,45,2013-09-01T20:00:00Z
2013,10,20,1252,1259,-7,1525,1538,-13,DL,781,N994DL,LGA,ATL,118,762,12,59,2013-10-20T16:00:00Z
2013,10,4,1103,1105,-2,1224,1245,-21,EV,5309,N759EV,LGA,BGR,53,378,11,5,2013-10-04T15:00:00Z
2013,8,20,838,844,-6,1123,1138,-15,UA,407,N408UA,EWR,MIA,152,1085,8,44,2013-08-20T12:00:00Z
2013,5,5,1945,1955,-10,2238,2253,-15,9E,3450,N923XJ,JFK,JAX,117,828,19,55,2013-05-05T23:00:00Z
2013,4,25,1408,1330,38,1637,1606,31,B6,127,N206JB,EWR,MCO,131,937,13,30,2013-04-25T17:00:00Z
2013,12,31,754,750,4,1117,1115,2,UA,327,N467UA,EWR,PDX,360,2434,7,50,2013-12-31T12:00:00Z
2013,10,2,2230,2245,-15,2329,2356,-27,B6,108,N192JB,JFK,PWM,45,273,22,45,2013-10-03T02:00:00Z
2013,8,22,2126,2010,76,2240,2134,66,B6,418,N179JB,JFK,BOS,42,187,20,10,2013-08-23T00:00:00Z
2013,2,25,1007,1014,-7,1106,1123,-17,UA,235,N474UA,EWR,BOS,37,200,10,14,2013-02-25T15:00:00Z
2013,4,18,1935,1535,240,2100,1655,245,WN,1153,N400WN,EWR,MDW,104,711,15,35,2013-04-18T19:00:00Z
2013,5,26,1539,1540,-1,1855,1855,0,UA,1601,N17139,JFK,LAX,336,2475,15,40,2013-05-26T19:00:00Z
2013,12,1,1352,1345,7,1642,1655,-13,AA,1151,N3DYAA,LGA,DFW,210,1389,13,45,2013-12-01T18:00:00Z
2013,3,29,1557,1600,-3,1707,1739,-32,UA,687,N823UA,LGA,ORD,109,733,16,0,2013-03-29T20:00:00Z
2013,10,12,818,820,-2,1221,1230,-9,AA,1357,N5FEAA,JFK,SJU,207,1598,8,20,2013-10-12T12:00:00Z
2013,5,4,2023,1909,74,2322,2235,47,B6,87,N595JB,JFK,SLC,257,1990,19,9,2013-05-04T23:00:00Z
2013,8,25,807,815,-8,934,955,-21,MQ,3531,N723MQ,LGA,RDU,66,431,8,15,2013-08-25T12:00:00Z
2013,5,13,1700,1700,0,1910,1955,-45,AA,257,N3FHAA,JFK,LAS,276,2248,17,0,2013-05-13T21:00:00Z
2013,12,7,652,656,-4,1126,1141,-15,DL,2275,N3753,JFK,SJU,187,1598,6,56,2013-12-07T11:00:00Z
2013,8,1,828,835,-7,1052,1024,28,EV,4519,N12567,EWR,AVL,91,583,8,35,2013-08-01T12:00:00Z
2013,7,30,1324,1330,-6,1554,1558,-4,DL,2043,N319NB,JFK,ATL,104,760,13,30,2013-07-30T17:00:00Z
2013,5,9,1010,930,40,1125,1042,43,B6,42,N296JB,JFK,SYR,47,209,9,30,2013-05-09T13:00:00Z
2013,7,21,1824,1604,140,1957,1748,129,EV,5432,N611QX,LGA,BNA,108,764,16,4,2013-07-21T20:00:00Z
2013,2,11,539,540,-1,958,1016,-18,B6,725,N652JB,JFK,BQN,173,1576,5,40,2013-02-11T10:00:00Z
2013,2,26,922,929,-7,1414,1426,-12,B6,215,N613JB,EWR,SJU,194,1608,9,29,2013-02-26T14:00:00Z
2013,2,1,814,817,-3,1030,1058,-28,DL,914,N342NW,LGA,DEN,232,1620,8,17,2013-02-01T13:00:00Z
2013,4,8,1558,1600,-2,1912,1934,-22,DL,1461,N718TW,JFK,LAX,342,2475,16,0,2013-04-08T20:00:00Z
2013,1,11,2036,2035,1,2143,2142,1,EV,4695,N12922,EWR,MHT,44,209,20,35,2013-01-12T01:00:00Z
2013,10,26,1120,1128,-8,1219,1230,-11,B6,2380,N348JB,EWR,BOS,43,200,11,28,2013-10-26T15:00:00Z
2013,1,4,2306,2245,21,9,2357,12,B6,128,N187JB,JFK,BTV,48,266,22,45,2013-01-05T03:00:00Z
2013,10,31,1345,1355,-10,1512,1535,-23,MQ,3493,N519MQ,LGA,CLE,69,419,13,55,2013-10-31T17:00:00Z
2013,10,27,747,755,-8,856,908,-12,EV,5675,N14186,EWR,BTV,46,266,7,55,2013-10-27T11:00:00Z
2013,3,17,1718,1720,-2,2027,2040,-13,AA,1999,N5EEAA,EWR,MIA,167,1085,17,20,2013-03-17T21:00:00Z
2013,9,8,848,854,-6,1130,1213,-43,B6,15,N641JB,JFK,SFO,321,2586,8,54,2013-09-08T12:00:00Z
2013,7,2,12,2245,87,117,4,73,B6,108,N318JB,JFK,PWM,45,273,22,45,2013-07-03T02:00:00Z
2013,5,25,2111,1800,191,22,2140,162,AA,177,N335AA,JFK,SFO,341,2586,18,0,2013-05-25T22:00:00Z
2013,1,13,1629,1633,-4,1756,1814,-18,UA,1719,N33266,EWR,CLE,63,404,16,33,2013-01-13T21:00:00Z
2013,11,30,1927,1932,-5,2231,2305,-34,B6,161,N715JB,JFK,SMF,340,2521,19,32,2013-12-01T00:00:00Z
2013,7,1,1454,1455,-1,1636,1626,10,DL,1164,N365NB,JFK,BOS,47,187,14,55,2013-07-01T18:00:00Z
2013,11,5,1433,1356,37,1726,1654,32,UA,374,N519UA,EWR,FLL,154,1065,13,56,2013-11-05T18:00:00Z
2013,8,5,739,644,55,1010,933,37,UA,1627,N37274,EWR,PBI,129,1023,6,44,2013-08-05T10:00:00Z
2013,1,10,1419,1418,1,1548,1553,-5,UA,1734,N17719,EWR,ORD,125,719,14,18,2013-01-10T19:00:00Z
2013,9,6,902,910,-8,1133,1215,-42,AA,1121,N3HWAA,LGA,DFW,176,1389,9,10,2013-09-06T13:00:00Z
2013,7,11,1419,1259,80,1646,1457,109,US,1459,N161UW,LGA,CLT,105,544,12,59,2013-07-11T16:00:00Z
2013,4,26,1159,1200,-1,1410,1338,32,UA,617,N814UA,LGA,ORD,113,733,12,0,2013-04-26T16:00:00Z
